cue,category,response,nWords,frequency,human1,human2,model1,model2
thermos,Containers,found in the kitchen,1,6,S,S-LOC,S,S-LOC
thimble,Tools,used by the seamstress,1,5,S,S-PERSON,S,S-FUNC
thimble,Tools,used for protecting,1,11,S,S-FUNC,S,S-FUNC
thimble,Tools,used for sawing,1,12,S,S-FUNC,S,S-FUNC
thimble,Tools,worn on the finger,1,14,S,S-LOC,S,S-FUNC
thimble,Tools,made of metal,1,14,E,E-MAT,E,E-MAT
thimble,Tools,made of plastic,1,7,E,E-MAT,E,E-MAT
thread,Objects,clothes,1,8,S,S-OBJECT,E,E-WHOLE
thread,Objects,is fine,1,8,E,E-EXSURF,E,E-SYS
thread,Objects,used for sawing,1,17,S,S-FUNC,S,S-FUNC
thread,Objects,used for tying,1,6,S,S-FUNC,S,S-FUNC
thread,Objects,different colors,1,11,E,E-EXSURF,E,E-EXSURF
thumb,Body parts,is fat,1,14,E,E-EXSURF,E,E-SYS
thumb,Body parts,is small,1,8,E,E-QUANT,E,E-SYS
thumb,Body parts,has nail,1,7,E,E-EXCOMP,E,E-EXCOMP
thumb,Body parts,represents appoval,1,6,S,S-SOCART,I,I-REP
thumb,Body parts,found in the hand,1,12,S,S-LOC,E,E-EXCOMP
tie,Clothing,an accesory,1,6,T,T-SUPER,S,S-OBJECT
tie,Clothing,clothing,1,12,T,T-SUPER,T,T-SUPER
tie,Clothing,is elegant,1,9,I,I-EVAL,E,E-SYS
tie,Clothing,knot,1,5,S,S-ACTION,E,E-EXCOMP
tie,Clothing,worn by men,1,12,S,S-PERSON,S,S-FUNC
tie,Clothing,worn over shirts,1,5,S,S-LOC,S,S-FUNC
tie,Clothing,worn with suits,1,14,S,S-OBJECT,S,S-FUNC
tie,Clothing,different colors,1,5,E,E-EXSURF,E,E-EXSURF
tie,Clothing,made of silk,1,5,E,E-MAT,E,E-MAT
tiger,Animals,an animal,1,20,T,T-SUPER,T,T-ONT
tiger,Animals,a carnivore,1,7,T,T-SUPER,E,E-BEH
tiger,Animals,is dangerous,1,7,I,I-EVAL,E,E-SYS
tiger,Animals,a feline,1,14,T,T-SUPER,T,T-SYN
tiger,Animals,is ferocious,1,8,E,E-SYS,E,E-SYS
tiger,Animals,is strong,1,5,E,E-SYS,E,E-SYS
tiger,Animals,is wild,1,9,E,E-SYS,E,E-SYS
tiger,Animals,has stripes,1,7,E,E-EXCOMP,E,E-EXSURF
tiger,Animals,found in the zoo,1,5,S,S-LOC,S,S-LOC
tiger,Animals,lives in the jungle,1,12,S,S-LOC,S,S-LOC
tire,Objects,apart of the car,1,19,E,E-WHOLE,E,E-WHOLE
tire,Objects,a part of the bicycle,1,6,E,E-WHOLE,E,E-WHOLE
tire,Objects,is black,1,5,E,E-EXSURF,E,E-EXSURF
tire,Objects,a part of the motorcycle,1,6,E,E-WHOLE,E,E-EXCOMP
tire,Objects,is round,1,5,E,E-EXSURF,E,E-EXSURF
tire,Objects,a part of the truck,1,6,E,E-WHOLE,E,E-EXCOMP
tire,Objects,wheel,1,8,S,S-OBJECT,E,E-WHOLE
tire,Objects,made of rubber,1,14,E,E-MAT,E,E-MAT
tire,Objects,made of rubber,1,8,E,E-MAT,E,E-MAT
toad,Animals,an animal,1,12,T,T-SUPER,T,T-ONT
toad,Animals,is eaten,1,12,S,S-ACTION,S,S-ACTION
toad,Animals,is green,1,20,E,E-EXSURF,E,E-EXSURF
toad,Animals,humidity,1,6,S,S-PHYST,E,E-SYS
toad,Animals,jumps,1,9,E,E-BEH,E,E-BEH
toad,Animals,produces sounds,1,6,E,E-BEH,E,E-BEH
toad,Animals,lives in the puddle,1,6,S,S-LOC,S,S-LOC
toad,Animals,lives in the water,1,14,S,S-LOC,S,S-LOC
toaster,Devices,bread,1,12,S,S-FUNC,S,S-FUNC
toaster,Devices,breakfast,1,9,S,S-TIME,S,S-EVENT
toaster,Devices,is electrical,1,6,E,E-SYS,E,E-SYS
toaster,Devices,toasts,1,13,S,S-OBJECT,S,S-FUNC
toaster,Devices,is useful,1,9,I,I-EVAL,I,I-EVAL
toe,Body parts,balance,1,8,E,E-ABSTR,E,E-BEH
toe,Body parts,a part of the body,1,5,E,E-WHOLE,T,T-ONT
toe,Body parts,is fat,1,9,E,E-EXSURF,E,E-SYS
toe,Body parts,is small,1,6,E,E-QUANT,E,E-SYS
toe,Body parts,used for walking,1,5,S,S-FUNC,S,S-FUNC
toe,Body parts,has nail,1,20,E,E-EXCOMP,E,E-EXCOMP
tomato,Fruits,a fruit,1,11,T,T-SUPER,T,T-SYN
tomato,Fruits,is red,1,10,E,E-EXSURF,E,E-EXSURF
tomato,Fruits,is tasty,1,6,I,I-EVAL,I,I-EVAL
tomato,Fruits,used for making salad,1,16,S,S-ACTION,S,S-FUNC
tomato,Fruits,used for making sauce,1,6,S,S-ACTION,S,S-FUNC
tomato,Fruits,tastes good,1,9,I,I-EVAL,E,E-INSURF
toothbrush,Utensils,cavities,1,5,S,S-OBJECT,S,S-FUNC
toothbrush,Utensils,hygiene,1,11,I,I-REP,S,S-FUNC
toothbrush,Utensils,toothpaste,1,5,S,S-OBJECT,S,S-OBJECT
toothbrush,Utensils,has bristles,1,12,E,E-EXCOMP,E,E-EXCOMP
toothbrush,Utensils,used for cleaning your teeth,1,17,S,S-FUNC,S,S-FUNC
totem,Constructions,made of stone,1,5,E,E-MAT,E,E-MAT
totem,Constructions,made of wood,1,10,E,E-MAT,E,E-MAT
tractor,Vehicles,is big,1,5,E,E-QUANT,E,E-SYS
tractor,Vehicles,harvest,1,6,S,S-EVENT,S,S-FUNC
tractor,Vehicles,a machine,1,9,T,T-SUPER,T,T-SYN
tractor,Vehicles,a tool,1,5,T,T-SUPER,S,S-FUNC
tractor,Vehicles,used for plowing,1,6,S,S-FUNC,S,S-FUNC
tractor,Vehicles,work,1,5,E,E-SYS,S,S-FUNC
tractor,Vehicles,has wheels,1,13,E,E-EXCOMP,E,E-EXCOMP
tractor,Vehicles,used for agricultural work,2,7,S,S-FUNC,S,S-FUNC
tractor,Vehicles,found in the field,1,22,S,S-LOC,S,S-LOC
traffic light,Devices,cars,1,7,S,S-OBJECT,S,S-PERSON
traffic light,Devices,has colors,1,13,E,E-EXSURF,E,E-EXSURF
traffic light,Devices,has lights,1,7,E,E-EXCOMP,E,E-EXCOMP
traffic light,Devices,used for controling traffic,1,12,S,S-FUNC,S,S-FUNC
traffic light,Devices,is in the street,1,7,S,S-LOC,S,S-LOC
traffic light,Devices,found on street corners,2,8,S,S-LOC,S,S-LOC
traffic light,Devices,has a green light,2,12,E,E-EXSURF,E,E-EXCOMP
traffic light,Devices,has a red light,2,11,E,E-EXSURF,E,E-EXCOMP
traffic light,Devices,has a yellow light,2,11,E,E-EXSURF,E,E-EXCOMP
train,Vehicles,is big,1,5,E,E-QUANT,E,E-QUANT
train,Vehicles,used for traveling,1,13,S,S-FUNC,S,S-FUNC
train,Vehicles,railroad tracks,2,12,S,S-OBJECT,S,S-LOC
train,Vehicles,used for carrying people,1,5,S,S-FUNC,S,S-FUNC
train,Vehicles,has train cars,2,8,E,E-EXCOMP,E,E-EXCOMP
train,Vehicles,a mean of transportation,1,17,T,T-SUPER,S,S-FUNC
tram car,Vehicles,height,1,9,S,S-LOC,E,E-SYS
tram car,Vehicles,landscape,1,7,E,E-INCOMP,S,S-LOC
tram car,Vehicles,has a stall,1,5,E,E-EXCOMP,E,E-EXCOMP
tram car,Vehicles,has a wire,1,5,E,E-EXCOMP,E,E-EXCOMP
tram car,Vehicles,a mean of transportation,1,10,T,T-SUPER,S,S-FUNC
tram car,Vehicles,found in the mountain,1,6,S,S-LOC,S,S-LOC
tree,Plants,is green,1,5,E,E-EXSURF,E,E-EXSURF
tree,Plants,life,1,5,E,E-SYS,E,E-SYS
tree,Plants,gives fruits,1,5,E,E-BEH,E,E-BEH
tree,Plants,gives shade,1,14,E,E-BEH,S,S-FUNC
tree,Plants,has flowers,1,7,E,E-EXCOMP,E,E-EXCOMP
truck,Vehicles,is big,1,5,E,E-QUANT,E,E-SYS
truck,Vehicles,a vehicle,1,5,T,T-SUPER,T,T-SUPER
truck,Vehicles,is a cargo truck,2,8,T,T-SUBORD,T,T-SUBORD
truck,Vehicles,used for carrying things,1,11,S,S-FUNC,S,S-FUNC
truck,Vehicles,a mean of transportation,1,8,T,T-SUPER,S,S-FUNC
trumpet,Musical instruments,band,1,5,S,S-SOCORG,S,S-SOCORG
trumpet,Musical instruments,is golden,1,7,E,E-EXSURF,E,E-EXSURF
trumpet,Musical instruments,is noisy,1,7,E,E-SYS,E,E-SYS
trumpet,Musical instruments,sound,1,6,S,S-FUNC,S,S-FUNC
trumpet,Musical instruments,used for making music,1,11,S,S-FUNC,S,S-FUNC
trumpet,Musical instruments,a musical instrument,2,18,T,T-SUPER,T,T-SUBORD
trumpet,Musical instruments,made of metal,1,5,E,E-MAT,E,E-MAT
trumpet,Musical instruments,a wind musical intrument,3,5,T,T-SUPER,T,T-SYN
tucan,Animals,a bird,1,29,T,T-SUPER,T,T-SUPER
tucan,Animals,is colorful,1,19,E,E-EXSURF,E,E-EXSURF
tucan,Animals,flies,1,7,E,E-BEH,E,E-BEH
tucan,Animals,is nice,1,7,I,I-EVAL,I,I-EVAL
tucan,Animals,has feathers,1,5,E,E-EXCOMP,E,E-EXCOMP
tucan,Animals,has a beak,1,18,E,E-EXCOMP,E,E-EXCOMP
tucan,Animals,lives in the jungle,1,7,S,S-LOC,S,S-LOC
tucan,Animals,lives in the tree,1,6,S,S-LOC,S,S-LOC
turkey,Animals,an animal,1,8,T,T-SUPER,T,T-ONT
turkey,Animals,a bird,1,8,T,T-SUPER,T,T-SYN
turkey,Animals,is eaten,1,12,S,S-ACTION,S,S-FUNC
turkey,Animals,has feathers,1,12,E,E-EXCOMP,E,E-EXCOMP
turkey,Animals,lives in the countryside,1,5,S,S-LOC,S,S-LOC
turtle,Animals,an animal,1,13,T,T-SUPER,T,T-ONT
turtle,Animals,eg - pet,1,5,T,T-SUPER,T,T-INDIV
turtle,Animals,eg - sea,1,5,T,T-SUBORD,T,T-SUBORD
turtle,Animals,is slow,1,21,E,E-SYS,E,E-SYS
turtle,Animals,eg - terrestrial,1,7,T,T-SUBORD,E,E-SYS
turtle,Animals,has a shell,1,14,E,E-EXCOMP,E,E-EXCOMP
umbrella,Accessories,rain,1,12,S,S-FUNC,S,S-EVENT
umbrella,Accessories,used for protecting against the sun,1,5,S,S-FUNC,S,S-FUNC
umbrella,Accessories,used for protecting yourself from rain,1,18,S,S-FUNC,S,S-FUNC
umbrella,Accessories,different colors,1,5,E,E-EXSURF,E,E-QUANT
umbrella,Accessories,made of fabric,1,5,E,E-MAT,E,E-MAT
vase,Containers,aroma,1,5,E,E-EXSURF,E,E-EXSURF
vase,Containers,is colorful,1,5,E,E-EXSURF,E,E-EXSURF
vase,Containers,a container,1,5,T,T-SUPER,T,T-SYN
vase,Containers,an ornament,1,10,T,T-SUPER,S,S-OBJECT
vase,Containers,rose,1,5,S,S-LIVING,S,S-OBJECT
vase,Containers,used for decoration,1,8,S,S-FUNC,S,S-FUNC
vase,Containers,used for putting flowers inside,1,19,S,S-FUNC,S,S-FUNC
vase,Containers,contains water,1,7,S,S-OBJECT,S,S-FUNC
vase,Containers,made of glass,1,5,E,E-MAT,E,E-MAT
vest,Clothing,clothing,1,18,T,T-SUPER,T,T-ONT
vest,Clothing,is a warm clothing,2,11,T,T-SUPER,E,E-SYS
vest,Clothing,has no sleeves,1,21,I,I-NEG,E,E-EXCOMP
vest,Clothing,made of wool,1,7,E,E-MAT,E,E-MAT
violin,Musical instruments,sound,1,7,S,S-FUNC,E,E-SYS
violin,Musical instruments,used for making music,1,9,S,S-FUNC,S,S-FUNC
violin,Musical instruments,has strings,1,13,E,E-EXCOMP,E,E-EXCOMP
violin,Musical instruments,a musical instrument,2,19,T,T-SUPER,T,T-SYN
violin,Musical instruments,made of wood,1,7,E,E-MAT,E,E-MAT
wagon,Vehicles,a toy,1,6,T,T-SUPER,T,T-SUBORD
wagon,Vehicles,wood,1,5,S,S-OBJECT,E,E-MAT
wagon,Vehicles,has wheels,1,9,E,E-EXCOMP,E,E-EXCOMP
wagon,Vehicles,used for carrying babies,1,9,S,S-FUNC,S,S-FUNC
wagon,Vehicles,used for carrying groceries,1,5,S,S-FUNC,S,S-FUNC
wagon,Vehicles,used for carrying things,1,7,S,S-FUNC,S,S-FUNC
wagon,Vehicles,pulled by horses,1,5,E,E-SYS,S,S-ACTION
wagon,Vehicles,found in the supermarket,1,7,S,S-LOC,S,S-LOC
washing machine,Devices,clothes,1,13,S,S-OBJECT,S,S-OBJECT
washing machine,Devices,used for cleaning,1,17,S,S-FUNC,S,S-FUNC
washing machine,Devices,is useful,1,7,I,I-EVAL,I,I-EVAL
washing machine,Devices,is white,1,5,E,E-EXSURF,E,E-EXSURF
washing machine,Devices,contains water,1,5,S,S-OBJECT,E,E-INCOMP
washing machine,Devices,an electrical appliance,2,6,T,T-SUPER,T,T-SYN
washing machine,Devices,requires soap,1,6,S,S-ACTION,S,S-FUNC
watch,Accessories,used for indicating time,1,26,S,S-FUNC,S,S-FUNC
watch,Accessories,is useful,1,6,I,I-EVAL,E,E-SYS
watch,Accessories,worn on the wrist,1,12,S,S-SPAT,S,S-LOC
watch,Accessories,has hands,1,6,E,E-EXCOMP,E,E-EXCOMP
watch,Accessories,has a number,1,6,E,E-EXSURF,E,E-EXSURF
watering can,Tools,plant,1,24,S,S-LIVING,S,S-OBJECT
watering can,Tools,rain,1,5,S,S-FUNC,S,S-EVENT
watering can,Tools,used for watering,1,10,S,S-FUNC,S,S-FUNC
watering can,Tools,contains water,1,20,S,S-OBJECT,S,S-OBJECT
watering can,Tools,made of metal,1,5,E,E-MAT,E,E-MAT
watering can,Tools,made of plastic,1,8,E,E-MAT,E,E-MAT
watering can,Tools,found in the garden,1,9,S,S-LOC,S,S-LOC
watermelon,Fruits,is big,1,16,E,E-QUANT,E,E-SYS
watermelon,Fruits,a fruit,1,23,T,T-SUPER,T,T-ONT
watermelon,Fruits,is green,1,11,E,E-EXSURF,E,E-EXSURF
watermelon,Fruits,is heavy,1,5,E,E-SYS,E,E-SYS
watermelon,Fruits,is juicy,1,7,E,E-INSURF,E,E-INSURF
watermelon,Fruits,is red,1,15,E,E-EXSURF,E,E-EXSURF
watermelon,Fruits,is refreshing,1,9,I,I-EVAL,I,I-EVAL
watermelon,Fruits,summer,1,10,S,S-TIME,S,S-TIME
watermelon,Fruits,is sweet,1,11,E,E-INSURF,E,E-INSURF
watermelon,Fruits,is watery,1,7,E,E-INSURF,E,E-INSURF
watermelon,Fruits,has seeds,1,10,E,E-INCOMP,E,E-INCOMP
watermelon,Fruits,tastes good,1,6,I,I-EVAL,I,I-EVAL
weather vane,Objects,sea,1,5,S,S-LOC,S,S-LOC
weather vane,Objects,wind,1,10,S,S-OBJECT,S,S-EVENT
well,Constructions,is a hole,1,6,T,T-SYN,E,E-SYS
well,Constructions,water,1,17,E,E-INCOMP,E,E-INCOMP
well,Constructions,used for getting water,1,8,S,S-FUNC,S,S-FUNC
well,Constructions,has a bucket,1,9,E,E-EXCOMP,E,E-EXCOMP
well,Constructions,has a rope,1,9,E,E-EXCOMP,E,E-EXCOMP
whale,Animals,an animal,1,11,T,T-SUPER,T,T-ONT
whale,Animals,is big,1,24,E,E-QUANT,E,E-SYS
whale,Animals,a cetacean,1,9,T,T-SUPER,T,T-SYN
whale,Animals,a mammal,1,12,T,T-SUPER,T,T-ONT
whale,Animals,whale calf,2,5,T,T-SUBORD,T,T-SUBORD
whale,Animals,lives in the sea,1,12,S,S-LOC,E,E-BEH
whale,Animals,lives in the south,1,5,S,S-LOC,S,S-LOC
whale,Animals,lives in the water,1,8,S,S-LOC,S,S-LOC
wheel,Objects,apart of the car,1,9,E,E-WHOLE,E,E-WHOLE
wheel,Objects,bicycle,1,6,S,S-OBJECT,E,E-WHOLE
wheel,Objects,is black,1,5,E,E-EXSURF,E,E-EXSURF
wheel,Objects,is circular,1,10,E,E-EXSURF,E,E-EXSURF
wheel,Objects,spins,1,5,E,E-BEH,E,E-BEH
wheel,Objects,used for transportation,1,6,S,S-FUNC,S,S-FUNC
wheel,Objects,made of metal,1,5,E,E-MAT,E,E-MAT
wheel,Objects,made of rubber,1,6,E,E-MAT,E,E-MAT
wheel,Objects,made of wood,1,5,E,E-MAT,E,E-MAT
whip,Weapons,is long,1,5,E,E-QUANT,E,E-SYS
whip,Weapons,used for horses,1,6,S,S-FUNC,S,S-PERSON
whip,Weapons,used for punish,1,14,S,S-FUNC,S,S-FUNC
whip,Weapons,made of leather,1,12,E,E-MAT,E,E-MAT
whistle,Objects,an instrument,1,8,E,E-MAT,T,T-ONT
whistle,Objects,referee,1,12,S,S-PERSON,S,S-PERSON
whistle,Objects,sound,1,11,S,S-FUNC,E,E-EXSURF
whistle,Objects,used for sports,1,6,S,S-FUNC,S,S-FUNC
whistle,Objects,used for traffic,1,5,S,S-FUNC,S,S-FUNC
whistle,Objects,is a whistle,1,6,T,T-SYN,T,T-SYN
whistle,Objects,police officer,2,7,S,S-PERSON,S,S-PERSON
windmill,Constructions,used to get water,1,20,S,S-FUNC,S,S-FUNC
windmill,Constructions,eg - windmill,1,15,T,T-SUBORD,T,T-SYN
windmill,Constructions,has blades,1,11,E,E-EXCOMP,E,E-EXCOMP
windmill,Constructions,found in the field,1,10,S,S-LOC,S,S-LOC
window,House parts,curtains,1,5,S,S-OBJECT,E,E-EXCOMP
window,House parts,light,1,6,S,S-FUNC,S,S-FUNC
window,House parts,is openable,1,8,S,S-ACTION,E,E-SYS
window,House parts,an opening,1,5,T,T-SUPER,E,E-EXCOMP
window,House parts,sun,1,7,S,S-OBJECT,S,S-LOC
window,House parts,used for leting air in,1,8,S,S-FUNC,S,S-FUNC
window,House parts,used for leting light in,1,10,S,S-FUNC,S,S-FUNC
window,House parts,used for looking,1,7,S,S-FUNC,S,S-FUNC
window,House parts,ventilation,1,10,S,S-FUNC,S,S-FUNC
window,House parts,can be closed,1,5,S,S-ACTION,E,E-SYS
window,House parts,made of glass,1,12,E,E-MAT,E,E-MAT
window,House parts,made of wood,1,11,E,E-MAT,E,E-MAT
window,House parts,found in the house,1,5,S,S-LOC,S,S-LOC
wine glass,Utensils,toast,1,12,S,S-EVENT,S,S-EVENT
wine glass,Utensils,is transparent,1,5,E,E-EXSURF,E,E-EXSURF
wine glass,Utensils,trophy,1,6,S,S-OBJECT,S,S-OBJECT
wine glass,Utensils,used for drinking,1,9,S,S-FUNC,S,S-FUNC
wine glass,Utensils,water,1,8,E,E-INCOMP,S,S-OBJECT
wine glass,Utensils,wine,1,13,S,S-OBJECT,S,S-OBJECT
wine glass,Utensils,made of crystal,1,10,E,E-MAT,E,E-MAT
wine glass,Utensils,made of glass,1,10,E,E-MAT,E,E-MAT
wolfe,Animals,an animal,1,16,T,T-SUPER,T,T-ONT
wolfe,Animals,is dangerous,1,7,I,I-EVAL,E,E-SYS
wolfe,Animals,fear,1,7,I,I-EVAL,I,I-EMOT
wolfe,Animals,is ferocious,1,11,E,E-SYS,E,E-SYS
wolfe,Animals,howls,1,9,E,E-BEH,E,E-BEH
wolfe,Animals,is wild,1,5,E,E-SYS,E,E-SYS
wolfe,Animals,lives in the forest,1,6,S,S-LOC,S,S-LOC
worm,Animals,an animal,1,9,T,T-SUPER,T,T-ONT
worm,Animals,lives on the ground,1,16,S,S-LOC,S,S-LOC
wrench,Tools,safety,1,6,S,S-SOCART,S,S-OBJECT
wrench,Tools,a tool,1,6,T,T-SUPER,T,T-SYN
wrench,Tools,used for entering,1,6,S,S-FUNC,S,S-FUNC
wrench,Tools,used for opening,1,5,S,S-FUNC,S,S-FUNC
wrench,Tools,made of metal,1,7,E,E-MAT,E,E-MAT
wrench,Tools,found in the house,1,8,S,S-LOC,S,S-LOC
yoyo,Toys,childhood,1,9,S,S-TIME,I,I-REP
yoyo,Toys,used by children,1,9,S,S-PERSON,S,S-PERSON
yoyo,Toys,competition,1,6,I,I-REP,S,S-EVENT
yoyo,Toys,entretains,1,7,S,S-FUNC,S,S-FUNC
yoyo,Toys,fun,1,8,E,E-ABSTR,I,I-EMOT
yoyo,Toys,skill,1,5,I,I-REP,S,S-FUNC
yoyo,Toys,a toy,1,21,T,T-SUPER,T,T-ONT
yoyo,Toys,has thread,1,8,E,E-EXCOMP,E,E-EXCOMP
zebra,Animals,an animal,1,20,T,T-SUPER,T,T-ONT
zebra,Animals,a mammal,1,7,T,T-SUPER,T,T-ONT
zebra,Animals,a quadruped,1,5,T,T-SUPER,E,E-SYS
zebra,Animals,has legs,1,6,E,E-EXCOMP,E,E-EXCOMP
zebra,Animals,has stripes,1,22,E,E-EXCOMP,E,E-EXSURF
zebra,Animals,is black and white,3,9,E,E-EXSURF,E,E-EXSURF
zebra,Animals,is similar to horses,1,11,T,T-COORD,T,T-SYN
zebra,Animals,lives in the jungle,1,5,S,S-LOC,S,S-LOC
zipper,Accessories,jacket,1,18,E,E-WHOLE,E,E-WHOLE
zipper,Accessories,pants,1,15,E,E-WHOLE,E,E-WHOLE
zipper,Accessories,found on clothing,1,9,S,S-LOC,E,E-WHOLE
zipper,Accessories,made of metal,1,8,E,E-MAT,E,E-MAT
zipper,Accessories,made of plastic,1,5,E,E-MAT,E,E-MAT
