cue,category,response,nWords,frequency,human1,human2,model1,model2
tree,Plants,shade,1,14,E,E-BEH,S,S-FUNC
tree,Plants,flowers,1,7,E,E-EXCOMP,E,E-EXCOMP
truck,Vehicles,big,1,5,E,E-QUANT,E,E-QUANT
truck,Vehicles,vehicle,1,5,T,T-SUPER,T,T-SUPER
truck,Vehicles,cargo truck,2,8,T,T-SUBORD,T,T-SYN
truck,Vehicles,things,1,11,S,S-FUNC,S,S-OBJECT
truck,Vehicles,transportation,1,8,T,T-SUPER,S,S-FUNC
trumpet,Musical instruments,band,1,5,S,S-SOCORG,S,S-SOCORG
trumpet,Musical instruments,golden,1,7,E,E-EXSURF,E,E-EXSURF
trumpet,Musical instruments,noisy,1,7,E,E-SYS,E,E-SYS
trumpet,Musical instruments,sound,1,6,S,S-FUNC,S,S-FUNC
trumpet,Musical instruments,music,1,11,S,S-FUNC,S,S-FUNC
trumpet,Musical instruments,musical instrument,2,18,T,T-SUPER,T,T-SUPER
trumpet,Musical instruments,metal,1,5,E,E-MAT,E,E-MAT
trumpet,Musical instruments,wind musical intrument,3,5,T,T-SUPER,T,T-SUBORD
tucan,Animals,bird,1,29,T,T-SUPER,T,T-SUPER
tucan,Animals,colorful,1,19,E,E-EXSURF,E,E-EXSURF
tucan,Animals,flies,1,7,E,E-BEH,E,E-BEH
tucan,Animals,nice,1,7,I,I-EVAL,I,I-EVAL
tucan,Animals,feathers,1,5,E,E-EXCOMP,E,E-EXCOMP
tucan,Animals,beak,1,18,E,E-EXCOMP,E,E-EXCOMP
tucan,Animals,jungle,1,7,S,S-LOC,S,S-LOC
tucan,Animals,tree,1,6,S,S-LOC,S,S-LOC
turkey,Animals,animal,1,8,T,T-SUPER,T,T-ONT
turkey,Animals,bird,1,8,T,T-SUPER,T,T-ONT
turkey,Animals,eaten,1,12,S,S-ACTION,S,S-ACTION
turkey,Animals,feathers,1,12,E,E-EXCOMP,E,E-EXCOMP
turkey,Animals,countryside,1,5,S,S-LOC,S,S-LOC
turtle,Animals,animal,1,13,T,T-SUPER,T,T-ONT
turtle,Animals,pet,1,5,T,T-SUPER,S,S-PERSON
turtle,Animals,sea,1,5,T,T-SUBORD,S,S-LOC
turtle,Animals,slow,1,21,E,E-SYS,E,E-BEH
turtle,Animals,terrestrial,1,7,T,T-SUBORD,E,E-SYS
turtle,Animals,shell,1,14,E,E-EXCOMP,E,E-EXCOMP
umbrella,Accessories,rain,1,12,S,S-FUNC,S,S-EVENT
umbrella,Accessories,protecting,1,5,S,S-FUNC,S,S-FUNC
umbrella,Accessories,protecting,1,18,S,S-FUNC,S,S-FUNC
umbrella,Accessories,colors,1,5,E,E-EXSURF,E,E-EXSURF
umbrella,Accessories,fabric,1,5,E,E-MAT,E,E-MAT
vase,Containers,aroma,1,5,E,E-EXSURF,S,S-FUNC
vase,Containers,colorful,1,5,E,E-EXSURF,E,E-EXSURF
vase,Containers,container,1,5,T,T-SUPER,T,T-SYN
vase,Containers,ornament,1,10,T,T-SUPER,S,S-OBJECT
vase,Containers,rose,1,5,S,S-LIVING,S,S-OBJECT
vase,Containers,decoration,1,8,S,S-FUNC,S,S-FUNC
vase,Containers,flowers,1,19,S,S-FUNC,S,S-PROD
vase,Containers,water,1,7,S,S-OBJECT,S,S-OBJECT
vase,Containers,glass,1,5,E,E-MAT,E,E-MAT
vest,Clothing,clothing,1,18,T,T-SUPER,T,T-SUPER
vest,Clothing,warm clothing,2,11,T,T-SUPER,T,T-SYN
vest,Clothing,sleeves,1,21,I,I-NEG,E,E-EXCOMP
vest,Clothing,wool,1,7,E,E-MAT,E,E-MAT
violin,Musical instruments,sound,1,7,S,S-FUNC,E,E-EXSURF
violin,Musical instruments,music,1,9,S,S-FUNC,S,S-SOCART
violin,Musical instruments,strings,1,13,E,E-EXCOMP,E,E-EXCOMP
violin,Musical instruments,musical instrument,2,19,T,T-SUPER,T,T-SUPER
violin,Musical instruments,wood,1,7,E,E-MAT,E,E-MAT
wagon,Vehicles,toy,1,6,T,T-SUPER,T,T-SYN
wagon,Vehicles,wood,1,5,S,S-OBJECT,E,E-MAT
wagon,Vehicles,wheels,1,9,E,E-EXCOMP,E,E-EXCOMP
wagon,Vehicles,babies,1,9,S,S-FUNC,S,S-PERSON
wagon,Vehicles,groceries,1,5,S,S-FUNC,S,S-OBJECT
wagon,Vehicles,things,1,7,S,S-FUNC,S,S-OBJECT
wagon,Vehicles,pulled,1,5,E,E-SYS,S,S-ACTION
wagon,Vehicles,supermarket,1,7,S,S-LOC,S,S-LOC
washing machine,Devices,clothes,1,13,S,S-OBJECT,S,S-OBJECT
washing machine,Devices,cleaning,1,17,S,S-FUNC,S,S-FUNC
washing machine,Devices,useful,1,7,I,I-EVAL,I,I-EVAL
washing machine,Devices,white,1,5,E,E-EXSURF,E,E-EXSURF
washing machine,Devices,water,1,5,S,S-OBJECT,E,E-MAT
washing machine,Devices,electrical appliance,2,6,T,T-SUPER,T,T-SUPER
washing machine,Devices,soap,1,6,S,S-ACTION,S,S-OBJECT
watch,Accessories,time,1,26,S,S-FUNC,S,S-FUNC
watch,Accessories,useful,1,6,I,I-EVAL,I,I-EVAL
watch,Accessories,wrist,1,12,S,S-SPAT,S,S-LOC
watch,Accessories,hands,1,6,E,E-EXCOMP,E,E-EXCOMP
watch,Accessories,number,1,6,E,E-EXSURF,E,E-EXCOMP
watering can,Tools,plant,1,24,S,S-LIVING,S,S-OBJECT
watering can,Tools,rain,1,5,S,S-FUNC,S,S-LOC
watering can,Tools,watering,1,10,S,S-FUNC,S,S-ACTION
watering can,Tools,water,1,20,S,S-OBJECT,S,S-OBJECT
watering can,Tools,metal,1,5,E,E-MAT,E,E-MAT
watering can,Tools,plastic,1,8,E,E-MAT,E,E-MAT
watering can,Tools,garden,1,9,S,S-LOC,S,S-LOC
watermelon,Fruits,big,1,16,E,E-QUANT,E,E-QUANT
watermelon,Fruits,fruit,1,23,T,T-SUPER,T,T-SUPER
watermelon,Fruits,green,1,11,E,E-EXSURF,E,E-EXSURF
watermelon,Fruits,heavy,1,5,E,E-SYS,E,E-SYS
watermelon,Fruits,juicy,1,7,E,E-INSURF,E,E-INSURF
watermelon,Fruits,red,1,15,E,E-EXSURF,E,E-EXSURF
watermelon,Fruits,refreshing,1,9,I,I-EVAL,I,I-EVAL
watermelon,Fruits,summer,1,10,S,S-TIME,S,S-TIME
watermelon,Fruits,sweet,1,11,E,E-INSURF,E,E-INSURF
watermelon,Fruits,watery,1,7,E,E-INSURF,E,E-INSURF
watermelon,Fruits,seeds,1,10,E,E-INCOMP,E,E-INCOMP
watermelon,Fruits,good,1,6,I,I-EVAL,I,I-EVAL
weather vane,Objects,sea,1,5,S,S-LOC,S,S-LOC
weather vane,Objects,wind,1,10,S,S-OBJECT,S,S-FUNC
well,Constructions,hole,1,6,T,T-SYN,E,E-EXCOMP
well,Constructions,water,1,17,E,E-INCOMP,S,S-OBJECT
well,Constructions,water,1,8,S,S-FUNC,S,S-OBJECT
well,Constructions,bucket,1,9,E,E-EXCOMP,S,S-OBJECT
well,Constructions,rope,1,9,E,E-EXCOMP,S,S-OBJECT
whale,Animals,animal,1,11,T,T-SUPER,T,T-ONT
whale,Animals,big,1,24,E,E-QUANT,E,E-QUANT
whale,Animals,cetacean,1,9,T,T-SUPER,T,T-SYN
whale,Animals,mammal,1,12,T,T-SUPER,T,T-SUPER
whale,Animals,whale calf,2,5,T,T-SUBORD,T,T-SUBORD
whale,Animals,sea,1,12,S,S-LOC,S,S-LOC
whale,Animals,south,1,5,S,S-LOC,S,S-LOC
whale,Animals,water,1,8,S,S-LOC,S,S-LOC
wheel,Objects,car,1,9,E,E-WHOLE,E,E-WHOLE
wheel,Objects,bicycle,1,6,S,S-OBJECT,E,E-WHOLE
wheel,Objects,black,1,5,E,E-EXSURF,E,E-EXSURF
wheel,Objects,circular,1,10,E,E-EXSURF,E,E-EXSURF
wheel,Objects,spins,1,5,E,E-BEH,E,E-BEH
wheel,Objects,transportation,1,6,S,S-FUNC,S,S-FUNC
wheel,Objects,metal,1,5,E,E-MAT,E,E-MAT
wheel,Objects,rubber,1,6,E,E-MAT,E,E-MAT
wheel,Objects,wood,1,5,E,E-MAT,E,E-MAT
whip,Weapons,long,1,5,E,E-QUANT,E,E-QUANT
whip,Weapons,horses,1,6,S,S-FUNC,S,S-LIVING
whip,Weapons,punish,1,14,S,S-FUNC,S,S-FUNC
whip,Weapons,leather,1,12,E,E-MAT,E,E-MAT
whistle,Objects,instrument,1,8,E,E-MAT,T,T-SYN
whistle,Objects,referee,1,12,S,S-PERSON,S,S-PERSON
whistle,Objects,sound,1,11,S,S-FUNC,E,E-EXSURF
whistle,Objects,sports,1,6,S,S-FUNC,S,S-EVENT
whistle,Objects,traffic,1,5,S,S-FUNC,S,S-EVENT
whistle,Objects,whistle,1,6,T,T-SYN,T,T-SYN
whistle,Objects,police officer,2,7,S,S-PERSON,S,S-PERSON
windmill,Constructions,water,1,20,S,S-FUNC,S,S-LOC
windmill,Constructions,windmill,1,15,T,T-SUBORD,T,T-SYN
windmill,Constructions,blades,1,11,E,E-EXCOMP,E,E-EXCOMP
windmill,Constructions,field,1,10,S,S-LOC,S,S-LOC
window,House parts,curtains,1,5,S,S-OBJECT,S,S-OBJECT
window,House parts,light,1,6,S,S-FUNC,S,S-OBJECT
window,House parts,openable,1,8,S,S-ACTION,E,E-SYS
window,House parts,opening,1,5,T,T-SUPER,S,S-ACTION
window,House parts,sun,1,7,S,S-OBJECT,S,S-OBJECT
window,House parts,air,1,8,S,S-FUNC,S,S-PHYST
window,House parts,light,1,10,S,S-FUNC,S,S-OBJECT
window,House parts,ventilation,1,10,S,S-FUNC,S,S-FUNC
window,House parts,closed,1,5,S,S-ACTION,E,E-SYS
window,House parts,glass,1,12,E,E-MAT,E,E-MAT
window,House parts,wood,1,11,E,E-MAT,E,E-MAT
window,House parts,house,1,5,S,S-LOC,E,E-WHOLE
wine glass,Utensils,toast,1,12,S,S-EVENT,S,S-EVENT
wine glass,Utensils,transparent,1,5,E,E-EXSURF,E,E-EXSURF
wine glass,Utensils,trophy,1,6,S,S-OBJECT,S,S-SOCART
wine glass,Utensils,drinking,1,9,S,S-FUNC,S,S-FUNC
wine glass,Utensils,water,1,8,E,E-INCOMP,E,E-INCOMP
wine glass,Utensils,wine,1,13,S,S-OBJECT,S,S-OBJECT
wine glass,Utensils,crystal,1,10,E,E-MAT,E,E-MAT
wine glass,Utensils,glass,1,10,E,E-MAT,E,E-MAT
wolfe,Animals,animal,1,16,T,T-SUPER,T,T-ONT
wolfe,Animals,dangerous,1,7,I,I-EVAL,E,E-SYS
wolfe,Animals,ferocious,1,11,E,E-SYS,E,E-SYS
wolfe,Animals,howls,1,9,E,E-BEH,E,E-BEH
wolfe,Animals,wild,1,5,E,E-SYS,E,E-SYS
wolfe,Animals,forest,1,6,S,S-LOC,S,S-LOC
worm,Animals,animal,1,9,T,T-SUPER,T,T-ONT
worm,Animals,ground,1,16,S,S-LOC,S,S-LOC
wrench,Tools,safety,1,6,S,S-SOCART,S,S-FUNC
wrench,Tools,tool,1,6,T,T-SUPER,T,T-SYN
wrench,Tools,entering,1,6,S,S-FUNC,S,S-ACTION
wrench,Tools,opening,1,5,S,S-FUNC,S,S-FUNC
wrench,Tools,metal,1,7,E,E-MAT,E,E-MAT
wrench,Tools,house,1,8,S,S-LOC,S,S-BUILD
yoyo,Toys,childhood,1,9,S,S-TIME,S,S-TIME
yoyo,Toys,children,1,9,S,S-PERSON,S,S-PERSON
yoyo,Toys,competition,1,6,I,I-REP,S,S-EVENT
yoyo,Toys,entretains,1,7,S,S-FUNC,S,S-FUNC
yoyo,Toys,fun,1,8,E,E-ABSTR,I,I-EMOT
yoyo,Toys,skill,1,5,I,I-REP,I,I-REP
yoyo,Toys,toy,1,21,T,T-SUPER,T,T-SYN
yoyo,Toys,thread,1,8,E,E-EXCOMP,E,E-EXCOMP
zebra,Animals,animal,1,20,T,T-SUPER,T,T-ONT
zebra,Animals,mammal,1,7,T,T-SUPER,T,T-ONT
zebra,Animals,quadruped,1,5,T,T-SUPER,E,E-SYS
zebra,Animals,legs,1,6,E,E-EXCOMP,E,E-EXCOMP
zebra,Animals,stripes,1,22,E,E-EXCOMP,E,E-EXSURF
zebra,Animals,black and white,3,9,E,E-EXSURF,E,E-EXSURF
zebra,Animals,horses,1,11,T,T-COORD,T,T-COORD
zebra,Animals,jungle,1,5,S,S-LOC,S,S-LOC
zipper,Accessories,jacket,1,18,E,E-WHOLE,S,S-OBJECT
zipper,Accessories,pants,1,15,E,E-WHOLE,E,E-WHOLE
zipper,Accessories,clothing,1,9,S,S-LOC,E,E-WHOLE
zipper,Accessories,metal,1,8,E,E-MAT,E,E-MAT
zipper,Accessories,plastic,1,5,E,E-MAT,E,E-MAT
